PC1,PC2,PC3,cluster
2.8905322277850094,-0.4420884848186809,-0.12386567424822953,0
0.9414861521226287,-0.06249690978101852,0.3191678279432427,3
-1.6478345585873178,0.05107236033206555,0.2493648807111457,1
-1.3535809402617691,-0.002576211183505539,0.11215495149671229,1
-0.845739397035106,-1.1530859333246497,0.064725466601144,4
1.770809615090197,-0.3765411559803229,0.15550453311916607,3
0.35542755963171024,1.5416541219661524,-0.21216407984984031,2
-1.1779272762928328,0.1835571281369146,0.5988785015858795,1
-1.3587993071390698,0.17585782209766088,0.061237136964255784,1
0.3912307958451876,1.3715028939240783,-0.11037827579469096,2
-1.316144138035528,0.24899966251875205,0.6579305588244129,1
-1.161452671555081,0.44005924760524107,0.509196709254365,1
0.22813457070956733,1.4954596326838354,-0.24905001234119933,2
-1.0929044688006007,0.5123805823132068,0.3898044670661061,1
-1.3795485295433694,0.4764851382805759,0.34687215832945123,1
-0.25398407450282434,0.6923033566492621,-0.8339830838625417,2
-0.9995847074890488,-1.1297249328418157,-0.09561184270396109,4
-0.8713515215148913,-1.0222885750267363,0.05906322423539179,4
-1.4432830183910859,0.1861754659089931,-0.17447244861298927,1
-0.8159513983406631,-0.4398486863021893,0.26230473925582193,4
-1.0358231072264725,-1.3116595193984315,-0.01133343533613082,4
-0.6981664697128026,-0.9838425997341296,0.1911149095559127,4
-0.9592444835644589,-1.3914411988220738,-0.5017679407211496,4
0.0870416014869756,1.380237721997579,-0.5520019826833247,2
-0.1264967797454296,0.9934741089755053,-0.6055928630710694,2
-1.0915930016581445,-1.4297599126279685,0.46561817446686776,4
-0.6334646525071924,-0.8640669606409173,0.09231252302798251,4
2.757406136342345,-0.49389677124249676,0.5083841524109496,0
0.05946284275759084,1.4136871153174928,-0.6254830535199076,2
-0.9562005954316674,-0.8148994100023463,-0.16896311569692754,4
0.1351727991320619,1.1485011646029106,-0.4253020742703733,2
-1.401788915829051,0.5539445743990701,0.2949242847270929,1
2.8922054314076404,-0.7269598934065131,0.5451339835678239,0
2.734034782165441,-0.7282310798850625,-0.5071570393384535,0
-1.2406105020745786,0.2550395091111477,0.5184897152824275,1
-1.2325554769917255,-1.124646415224948,-0.7845152322322608,4
3.0909850177726357,-0.4052826986105781,0.026475590580538944,0
-0.1662119601352642,1.0551846959814186,-0.7548222593335314,2
-0.9795512087545423,-1.424102041238446,0.18074749632110176,4
-1.1665394731240375,-1.2589317273907121,-0.10302042086378979,4
1.6409243283327215,-0.16004409236107586,0.49967006842876155,3
0.30731722197699607,1.2617850879005754,-0.3208022587103809,2
-1.3028853211401012,0.26287330691335686,-0.09673767712332991,1
-1.2437444195748162,-1.0651184214104175,-0.25077018193993195,4
-1.4141081512831566,0.6297408284542823,0.23101223426257173,1
1.6493051241727437,-0.19048481086770375,0.6394715072694483,3
0.008419621758376537,0.9004509508492191,-0.5585309011483754,2
2.113675103787399,-0.5642997394229996,0.59926827262282,3
2.028120119349915,-0.700458836443212,0.5624750058119674,3
-1.1994018630625893,0.521361069957045,1.0509434642779496,1
-1.2378300796476178,0.6938482140267458,0.7769534374069746,1
0.04480246120067345,1.2036901390690946,-0.32789272693588356,2
0.46619040550288826,1.2413950691038909,-0.29139053947164334,2
-1.3167717167434236,0.6010448532070113,0.5278342416902726,1
0.024954838861492662,0.6949240925238188,-0.47252331492839994,2
-0.018518595228608343,1.004638709508011,-0.5286879976192165,2
-1.2884887497400446,-1.3751718089771332,-0.5062248096036993,4
-1.4490110854441502,0.4046791668413363,0.6478920289837009,1
-1.111462199295939,-0.885923545254,-0.04551486878843469,4
-1.356255784893304,-1.2927169461714298,-0.3634576285754284,4
-0.24700530952715766,1.0266834155436424,-0.7945712390309876,2
