PC1,PC2,PC3,cluster
-1.314056299703864,3.0092754064252203,-0.11924369596960299,2
-0.1728010349352904,1.7369732549722796,-0.2691484121305292,2
3.0723573716718606,-0.36044928431450307,-0.36741577804692077,0
2.817958039698687,-0.3590755936177416,-0.7468038242626326,0
-1.2679374202393892,-1.242066409477036,-1.7944753381599823,3
-0.27808901888261034,2.805474413300057,-0.1457269016348486,2
-0.6729152890594727,-0.7976259024915509,2.0183689824044646,1
3.4775218929552145,0.4721535634979595,-0.654148952082095,0
3.521683754783492,0.018842224068735213,-0.44572177375822075,0
-0.7667695220999511,-0.5513222967133516,1.9145038097253446,1
2.80636618436738,-0.047236295592778914,-0.730691626722903,0
3.277206610309738,-0.16653847568085994,-0.2657038392961077,0
-0.448087041522342,-0.6648050987421203,1.8689142932417178,1
3.2218043806457506,0.27189463943262476,-0.23655160674908562,0
3.121066177617998,-0.536450242726349,-0.208173032771678,0
-0.7259998560045916,-0.9713086168479036,1.3478675915125602,1
-1.822473445339921,-1.7470073430169333,-1.126838393795431,3
-1.3960443985676954,-1.715845070863078,-1.5810353828185364,3
3.043874969954969,-0.41760719928142015,-0.5694705741511911,0
-1.0702142849272605,-1.467075793868714,-0.8710233563781149,3
-1.9388966644039396,-1.7982442737783235,-1.3433992192719262,3
-2.1103213544513006,-1.907942823298789,-1.08172112532699,3
-1.6499835728636487,-1.4567566125630718,-1.035595171705777,3
-0.8284271909920237,-0.9956171557279124,2.0070490501278018,1
-0.6166108643357477,-0.9088290437858504,1.6135799686988486,1
-1.6378424128154985,-1.9270588796439974,-1.6307159142470484,3
-1.61977190091834,-1.7205439458689793,-0.9911324198263675,3
-1.5127260149311201,2.6119939282194653,-0.7320324536214321,2
-0.2800403698593369,-0.5330075997195889,1.9521800628406942,1
-1.5099664389472318,-1.5357014700367315,-0.5844035362012227,3
-0.5848945417964226,-0.8984716919203072,1.7581485098943466,1
2.8201543888365497,-1.0898921836765225,-0.5009175534776834,0
-1.146100980113917,3.63013371137069,-0.6485314441295724,2
-0.7834538274466872,3.576999773380103,-0.15690242507109156,2
2.841218021181879,0.17880036696111812,-0.28285005979209976,0
-1.5047346709277047,-1.837962848667789,-0.44192974666694124,3
-1.1098497615410245,3.473069677911214,0.07734658724774535,2
-0.47559344111291574,-0.9063700215366886,1.607655709910482,1
-1.2295486611501723,-1.3554895175928734,-1.1752804252648332,3
-1.5649001377881124,-1.8415113114673056,-1.551828011055323,3
-1.0725530839460635,1.9248199948848783,-0.43836463275499854,2
